V080001,V085120,V085120a,V085121,V085121a,V085122,V085122a,V085123,V085123a
1893, havent heard of it ///i think she helps immigrants ,1, she is a treasurer ,5, he is something with the democrats ,5, he is likea mayor of a city ,5
1894, dont know ,5, dont know ,5, dont know ,5, dont know ,5
1895,,-2,,-2,,-2,,-2
1896, DONT KNOW  ,1, DONT KNOW HAVE HEARD OF HIM ,1, DONT KNOW ,5, DONT KNOW  ,5
1897, dont know cant remember what it is ,1, vice president ,5, dont know ,5, dont know  ,5
1898, dont know  would not guess ,1, dont know ,1, dont know ,1, john roberts  ,1
1899, dont know ,1, vice president ,5, dont know ,1, dont know ,1
1900, i dont know /// ,1, vice president ,5, i dont know  ,5, dont know ,5
1901, something in education// ,1, politics i guess vice president ,5, never heard of him ,5, never heard of him ,5
1902, speaker of the house ,5, vice president ,5, he is one of the cabinets or was ,5, supereme court justice ,5
1903, SECRETARY OF THE house ,5, vice president ,5, senator ,1, senator ,5
1904,,-2,,-2,,-2,,-2
1905,,-2,,-2,,-2,,-2
1906,     dont know ,1, vice president ,1, house of representatives ,1, dont know ,1
1907, speaker of the house ,1, vice presideent ,5, senate ,1, congressman ,5
1908, dont know ,1, dont know ,1, dont know ,1, dont know ,1
1909, dont know ,1, dont know ,1, dont know ,1, dont know ,1
1910, something with politics ,1, vice president ,5, politician ,1, politicianb ,1
1911, dont know ,1, vice president ,5, dont know ,1,1,1
1912, house of representaives  ,5, vice president ,5, congressman ,1, congressman ,1
1913, DONT KNOW ,1, VICE PRESIDENT ,5, DONT KNOW ,1, DONT know ,1
1914, DONT KNOW ,1, congressmanb ,1, dont kknow ,1, dont know   ,1
1915, DONT KNOW ,1, vice president ,5, don t know ,1, dont know ,1
1916, DONT KNOW ,1, dont know ,1,      dont know ,1,1,1
1917,      ,5, vice president ,5, judge ,5, minority leader ,1
1918, dont know who that is I forget the names sometimes ,1, i dont remember ,1, i dont know ,1, dont know ,1
1919, dont know ,1, dont know ,1, dont know ,1, dont know ,1
1920, name rings a bell but not sure in congress ,1, vice president ,1, i dont know // in congress also ,1, congress ,5
1921, i dont know does not want to guess ,1, congress ,5, never heard of him ,1, dont know him ,1
1922, dont know guess senate ,1, vice president ,5, house or senate ,5, congress ,5
1923, SPEAKER OF THE HOUSE ,5, VICE PRESIDENT ,5, PRIME MINISTER OF ENGLAND ,5, ANCHOR MAN ON CNN  ,5
1924,,-2,,-2,,-2,,-2
1925, i have no idea  ,1, i dont know ,1, no idea ,5, never heard of him ,5
1926, the treasurer or something ,1, i dont know senator ,1, dont know ,5, dont know ,5
1927, i think she is in congress senator ,1, is a senator ,5, dont know ,5, dont know ,5
1928, senator ,1, vice president ,5, governor ,1, judge ,5
1929,,-2,,-2,,-2,,-2
1930, house of representatives ,5, vice president ,5, i dont know who he is ,5, i dontknow who he is  ,5
1931, dont know ,5, dont know what position ,5, dont know ,5, dont know ,5
1932, i dont know the speaker of the house// ,1, vice president ,5, dont know // i wouldnt know what to guess ,1, i dont know //  ,1
1933,  dont know ,1, senate ,5, congressman ,1, senate ,5
1934, speaker of the house ,5, vice president ,5, dont know ,5, he is a senator// ,1
1935, speaker of the house  ,5, vice president ,5, dont know ive never heard of him ,1, secretary of defense ,5
1936, dont know did not want to guess ,1, he is the  i cant remember ,1, dont know ,1, dont knoe ,1
1937, I DONT KNOW  ,1, VICE PRESIDENT ,5, DONT KNOW  ,5, DONT KNOW ,1
1938, speaker of the house ,5, vice president ,5, dont know ,1, dont know ,1
1939, majority leader in th house of representatives ,5, vice president ,5, the new I dont know ,1, supreme court judge justice ,5
1940, speaker of the house ,5,5,5,  i dont know ,1, supreme court justice head chielf justice ,5
1941,,-2,,-2,,-2,,-2
1942, dont know ,1, none ,1, dont know ,1,1,1
1943, dont know ,1, vice president ,5, dont know ,1, dont know ,1
1944,,-2,,-2,,-2,,-2
1945, speaker of the house ,5, vice president ,5, dont know ,5, dont know ,1
1946, not sure chairman for something but im not sure  ,1, vice president ,5, ,1, not sure ,1
1947, democrat ,5, vice president ,5, republican ,1, republican ,5
1948, i have no idea ,1, secretary of state ,5, no idea ,1, no idea ,1
1949, democratic speaker of the house ,5, vice president ,5, senator ,5, senator ,1
1950, us supreme court ,5, \\speaker of the house ,5, dont know ,1, wife cheeter cheets on his wife ,5
1951, head of the house of representatives for the democrats ,5, ,5, not sure ,1, not sure ,1
1952, speaker of the house ,5, vice president ,5, dont know ,1, attorney general ,5
1953,,-2,,-2,,-2,,-2
1954,,-2,,-2,,-2,,-2
1955, speaker of the house ,5, vice president ,5, senator from some state ,1, senator or congressman or what do you call those people ,5
1956,  speaker of the house ,5, vice president ,5, head of the british government ,5, chief of the supreme court chief justice ,5
1957, //Sentor// ,1, Congress ,5, //Senator// ,1, //Senator// ,1
1958, secretary of state ,5, vice president ,5, obama is bringing in im not sure ,1, dont know have no clue ,1
1959,,-2,,-2,,-2,,-2
1960, senate ,5, i have no idea ,1, senate ,1, i have no idea ,1
1961, Speaker of the house ,5, Vice President ,5, Supreme Court Justice ,1, Senator ,1
1962, dont know ,1, dont know ,1, dont know ,1, dont know ,1
1963, She's the majority leader & a Republican ,5, Vice President ,5, I don't know ,1, I know the name but I don't know what he does ,5
1964, I don't know. ,1, I don't know. ,5, I don't know. ,5, I don't know. ,5
1965,,-2,,-2,,-2,,-2
1966, speaker of the house ,5, vice pres. ,5, prime mnister of the u.k ,5, supreme court justis ,5
1967, speaker of the house ,5, vice pres. ,5, education ,1, senator ,1
1968, dont know ,1, don't kinow ,1, dont know ,1, don't know ,1
1969,,-2,,-2,,-2,,-2
1970, calif. senator- majority leader//  ,5, vice pres. ,5, congress man/  ,1, congress man ,1
1971, congresswoman ,1, senate person ,1, has no idea ,1, has no idea ,1
1972, legislater ,1, legislater ,1, politician ,1, politician ,1
1973, does not know ,1," has no idea, ",1, does not know ,1, has no idea  ,1
1974, she is the speaker of the house ,1, vice president ,1, dont know ,1, dont know ,1
1975, does not know ,1, I don't know ,1, does not know ,1, don't knowx ,1
1976, democratic ,1, repulican  ,1, does not know ,1, doesw not know ,1
1977, speaker of the house ,1, vice presi8dent ,1," never heard the name, the defense thing ",1, does not know ,1
1978, does not know ,1, does not really know ,1, dont know ,1, dont know ,1
1979,,-2,,-2,,-2,,-2
1980, speaker of the housezz ,1, vice president ,1, in the caibinet ,1, senator ,1
1981, Senator ,1, Congress ,5, I don't know ,5, Congress ,5
1982, Secretary ,1, Vice President ,5, governor ,5, governor ,5
1983, House of Representatives ,1, Vice President ,5, Senate ,1, Senate ,5
1984, I really don't know. ,1, Vice-president ,5, I don't know ,5, I don't know ,5
1985, I have no idea ,1, Vice President ,5, I have no idea ,5, I don't know. ,5
1986, Something in government ,1, in government ,5, I don't know ,5, I don't know ,5
1987, Speaker of the House ,5, Vice President ,5, Agriculture ,1, Supreme Court Justice ,5
1988,,-2,,-2,,-2,,-2
1989, I can't remember ,1, Vice President ,5, Not a clue ,5, Don't know ,5
1990, Cabinet ,5, Vice President ,5, A mayor ,5, I don't remember ,1
1991,  senagte ,1, vice president ,5, counselman ,1, dont know ,1
1992, Representative ,5, Vice President ,5, Representative ,1, Judge ,5
1993, speaker of house ,5, vice president ,5, no sure//congressman or something - probably in senate// ,1," senator, i believe ",5
1994, dk//secretary of state// ,1, vice pres. ,5, dk//no idea// ,1, dk//no clue;\// ,1
1995, dk//no guess// ,1, dk//i've heard his name// ,5, dk//no idea// ,1, dk//i've heard that name// ,1
1996, speaker of the house ,5, vp ,5, dk//no idea// ,1, dk//no clue// ,1
1997, dk//no idea// ,1, vp ,5, dk//senator// ,1, dk//don't keep track -0 this is embarrassing// ,1
1998, speaker of the house ,5, vice president ,5, dk//something in uk// ,1, chief justice of supreme court ,5
1999, //senate// ,1, retired vice president ,5, dk//governor// ,1, I've heard that name; senate also ,5
2000, d/k//no idea// ,1, vice pres ,5, dk//sounds familiar// ,1, dk//couldn't tell you// ,1
2001, speaker of the house ,5, vice president ,5, drawing a blank//it'll come to me soon// ,1, dk//no idea// ,1
2002, dk//I've seen that name; can't remember// ,1, vice president ,5," advisor, wasn't he? ",5," over congress - speaker, I believe ",5
2003, speaker of house ,5, vice president ,5, dk//is he a congressman?// ,1, I just drew a blank; //name is familiar// think he is in congress// ,1
2004, dk//who did she replace//recognize// ,1, vp ,5, dk//primeminister of UK// ,1, dk//supreme court justice// ,1
2005, dk//no idea// ,1, vice president ,5, dk//sorry// ,1, dk//sir//dr// ,1
2006, dk//rings a  bell// ,1, republican//vice president// ,1, dk//no idea// ,1, dk//some sort of supreme court judge// ,1
2007, dk;//don't remember// ,1, dk;//don't remember; memory loss condition// ,1, dk; so many of them; memory loss condition from chemo ,1, dk; //no idea// ,1
2008, CONGRESSWOMAN ,1, GOVERNOR ,1, GOVERNOR//DON'T REALLY KNOW ,5, GOVERNOR//JUST GUESSING ,5
2009, GOVERNOR ,1, VICE PRESIDENT ,5," RINGS A BELL, BUT DON'T KNOW THAT ONE//I'VE HEARD THIS NAMES//SENATOR ",5," I KNOW, BUT DON'T KNOW//HAS TO DO SOMETHING WITH MILITARY//A MILITARY FIGURE ",1
2010," I DON'T REMEMBER WHAT SHE DOES//I CAN'T EVEN THINK//SHE OPPOSED THE PRESIDENT IN JUST ABOUT EVERYTHING, BUT CANNOT THINK OF WHAT SHE DID//STOP ",1, VICE PRESIDNET ,5, JUDGE//STOP ,1, DON'T KNOW//NOTHING COMES TO MY MIND//STOP ,1
2011, she is the speaker of the House ,5, He is the vice-president ,5, I have no idea who he is.//no I have no idea. ,1, I think he is the chief justice. ,5
2012, chairholder to the house ,1," retired vice president, about to retire. ",5, shareholder from the house of rep. ,5, chairholder to the senate ,5
2013, speaker of the house ,5, vice president ,5, he is there. what is it? \\I can't even think.head of campaign of McCain.//no ,1, congressman ,5
2014, speaker of the house ,5, vice president ,5," No, I never heard of him.//no ",1, I would not know.//no ,1
2015, speaker of the house. ,5, vice president ,5, prime minister ,5, wasn't he dealing with financial things.  it is blank right now.// supreme court. ,1
2016, speaker of the house ,1, vice president ,5, I don't know.//prime minister ,1, I don't know.//supreme court ,1
2017, no.// education.//no ,1," I just hear about him, but no, I don't know what position he holds.//no ",1, No.//  no. ,1, no. // no. ,1
2018, I don't know. //I can't even say I have heard the name.//speaker of the house. ,1, yes.  secretary of state.// vice president.// ,1, senator isn't he?  I think he is.//no. ,1, no.//supreme court judge.// ,1
2019, speaker of the house ,5, vice president ,5," I  don't know.  // I would say Senate, but I don't remember. ",1,  I don't know his position.// Senator ,1
2020, ,1, I don't know.  //Vice president// ,1, I don't know.  //Governor ,1, I don't know.//governor ,1
2021, I don't know.//Speaker of the house.// ,1, He is the vice-president. ,5, I don't know. //I don't remember. There are so many names. ,1," If I have heard about them, I don't know. //No.// ",1
2022,,-2,,-2,,-2,,-2
2023, no//speaker of the house ,1, vice president. ,5, no.  I have no idea.// prime minister ,1, no.//supreme court justice ,1
2024, speaker of the house. ,5, vice president ,1, Governor ,5, I don't who he is.// A senator. ,1
2025,,-2,,-2,,-2,,-2
2026, NEVER HEARED HER NAME//I DON'T KNOW AT ALL//US HOUSE OF REPRESENTATIVES ,1, VICE PRESIDENT ,5, US SENATE ,1, HOUSE OF REPRESENTATIVES ,1
2027, \\speaker of the house ,1, //vice president ,1, some kind of senator ,5, another senator ,5
2028, no tengo idea //porta voz del congreso  ,1, no.//vice president ,1, no.//algo del palimento ,1, no.  //sera del congreso ,1
2029, HOUSE OF REPRESENTATIVE ,1, VICE-PRESIDENT ,5, CONGRESS//DON'T KNOW ,1, SECRETARY OF FINANCIAL ,1
2030, speaker of the house ,5, vice president ,5, I don't know.// secretary of treasury//no ,1, I am not sure.// secretary of the house. ,1
2031, the education. // speaker of the house. ,1, vice president ,5, parliment president. ,1, I don't know.  Republican senator ,5
2032, NOT KNOW HER//DON'T KNOW HER//STOP ,1, DON'T KNOW//DON'T KNOW//STOP ,1, DON'T KNOW//DON'T KNOW//STOP ,1, DON'T KNOW HIM//DON'T KNOW HIM//STOP ,1
2033,,-2,,-2,,-2,,-2
2034, no//dpt of transportation ,1, vice president ,5, isn't he the one who is in charge of defensse.// ,1, secretary of state. ,5
2035, office of the house of representatives ,1, vice president ,5, he is in office of congress.{\\)  House of reprsentatives.(\\) state representative.\\np ,1, never heard of him.(\\) Congress?\\no ,1
2036, //HOUSE OF REPRESENTATIVE//DON'T REALLY KNOW// ,1, //HOUSE OF REPRESENTATIVES//DON'T KNOW// ,1, HOUSE OF REPRESENTATIVE//DON'T KNOW// ,1, HOUSE OF REPRESENTATIVES//DON'T KNOW// ,1
2037," I don't know who she is,//no ",1, no.//vice president.// no. ,1, I don't know who he is.// no. ,1, I don't know who he is.// no. ,1
2038, no se.//democrata //en el congresso.//no ,1, no  //camara del congreso.//vice presidente ,1, no.//no puedo imaginarme. ,1, senador ,5
2039,,-2,,-2,,-2,,-2
2040, SPEAKER OF THE HOUSE ,5, VICE-PRESIDENT ,5, SENATE MAJORITY LEADER//I DON'T KNOW//NO ,5, SENATE MAJORITY LEADER//I DO'T KNOW//NO ,1
2041, STATE REPRESENTATIVE//REALLY DON'T KNOW ,1, VICE-PRESIDENT//RECOGNIZE THE NAME// ,1, SENATE//DON'T KNOW ,1, CONGRESS//DON'T KNOW ,5
2042, no //house of senate.//no ,1, no//congress //no ,1, no//senate//no ,1, no//part of congres//no ,1
2043, no//speaker of the house ,1, no.//vice president ,1, I have heard about him.//no// ,1, supreme court ,5
2044, SENATE//DON'T KNOW ,1, CONGRESS//DON'T KNOW ,1, CONGRESS//DON'T KNOW ,1, SENATE//DON'T KNOW ,1
2045, no//speaker of the house ,1, vice president ,5, no//prime minister ,1, supreme court justice ,5
2046, SPEAKER//DON'T REALLY KNOW ,1, JUDGE//DON'T REALLY KNOW ,1, MAYOR//DON'T KNOW ,1, JUDGE//DON'T KNOW ,1
2047,,-2,,-2,,-2,,-2
2048, HOUSE OF REPRESENTATIVES ,5, VICE PRESIDENT  ,5, I DON'T KNOW//SENATOR//STOP ,5, DON'T KNOW//GOVERNER//STOP ,5
2049," I read about her all the time, I cannot recall at this time what she does. ",1," He has been Vice President, (on his way out) ",5," not recognize his name. FI:  any idea who he might be? R:  I read the paper all the time, but cannot recall reading about him. //none ",1, R:  do not know him. FI:  any idea what office he holds? R:  no idea.. ,1
2050," R:  I have no idea. FI:  any guess? R:  No, I have heard the name but have not paid attention. //none// ",1, He is the vice president. //none// ,5," r:  Gordon Brown, I don't know. FI:  any idea? R:  No, none. //none// ",1," R  I do not who he is. FI:  any guess? R:  I have heard the name, but i am trying to remember where I heard the name.  If I had to guess.. I don't know what he does. //none// ",1
2051, not familiar with the name ,1, //R:  I do not know Dick Cheney// //FI:  any idea? //R:  No// none ,1, //R:  I do not know the man// //FI:  take a guess// //R:  No// ,1, //R:  I do not know the man// //FI:  any idea?// //R:  NO// ,1
2052, r:  she is thinking too much....don't know what she is doing no. FI;  any ideas? R;  is she the one that one that ran w/McCain?  I don't really know. //none//... NOTE: she is getting somewhat stresses about not knowing anything about this person....  i TOLD her just to relax and just try to think about anything that comes to her mind when I call out any names.... ,1, r:  she is thinking.... I know he has something to do w/congress FI:  do you know if hold a specific office? R:  no... just something to do with congress. /none// NOTE:  R was abled to recall who this person after I asked her about John Roberts R:  He is the Vice-President //none//  ,1, r:  who? FI:  repeated Gordon Brown R:  I just know he is a congressman //none// ,1, r: don't know fi:  any idea? r:  just know he is in politics..... //none// ,1
2053, she is the Speaker of the House ,5, he is the Vice_President ,5, I am not familiar with this name.... I really do not know who he is... ,5, he is a federal Justice...  ,5
2054, R:   do not know// FI:  asked her if any ideas at all// R:  No.  ,1, R: he assists president Bush// FI:  could you try to remember his title?// R:  Vice-President// None// ,1, cannot recall// FI:  you have any idea?// R:  No. None// ,1, do not recall FI:  please try to remember// R: don't know the name.//none ,1
2055, SHE IS THE SPEAKER OF THE HOUSE ,5, THE VICE PRESIDENT ,5," DO NOT KNOW HIM FI:  WOULD YOU TAKE A GUESS? r:  NO, (AND SHOOK HEAD NO) //NONE// ",1," r:  DO NOT KNOW HIM? fi:  ANY IDEA? r:  NO, (SHOOK HEAD SAYING NO) //NONE// ",1
2056, I don't relly know..... ,1," i do not remember, any idea> R:  No. //none// ",1, I do not remember any of them... i've heard the names in passing only... ,1," sorry, don't know him FI:  anything comes to mind? R:  I haven't seen the news in a long while, //nne ",1
2057," not sure, I have heard the name but do not really know what she doesxs ",1, //recognize the name but do not know what he does.  I think I am too tired// ,1, I do not know who he is//none ,1," //do not know him// FI:  any ideas?// R:  No, I really do not know,... I may have soe pictures. ",1
2058, don't know her...  fi;  any idea? R:  do not know the name ,1, I don't know.  (mumbles something) R:  any idea? fi: DON'T KNOW HIM... ,1, SHAKES HEAD... FI:  ANY IDEA WHO HE IS/  r:  SORRY DO NOT REGODNIZE HIM. ,1," i DO NOT ANY OF THESE PEOPLE.. fi:  ANY IDEAS? fh:  TAKE A GUESS? ri:  DON'TKNOW ANYONE.... SORRY, NONE// ",1
2059, She is the Speaker of the House// ,1, He is the vice President ,5, Does not know//Do not know the name//none ,1," Do not know//I have heard the name, but do not know what office he holds, possible press agent//none ",1
2060, I do not know fI:  what is your best guess r:  I do not know //none// ,1, r:  laughter... it is terrible R:  He is the vice President ,1," R:  i do not know FI:  any ideas, any guesses R:  none //none// ",1, R:  nope fI:  any idea or guess as to what he may do? R:  none //none// ,1
2061, have no idea who that person is// ,1," do not know who he is//I have heard of him, but right of the bat, I am running a blank//none ",1," I do not know this person, I have never heard of him//none ",1, i do not know the name//none ,1
2062," //I do not know her//I've heard her name, but know very little//none ",1," //I have no idea//I know who he is//do not know what position he holds//I am thinking, but cannot recall at this time//none ",1," //i do not know him//won't even guess, I've never heard his name before//none ",1, do not know him//I usually pay attention to big names//mainly the local folks//not this one//I guess I need to start learning names//none ,1
2063, r:what is the choices to answer F:  they are none and re-read the questions R:  i do not know.  fi:  how about if you take a wild guess? R:  no //none// ,1," r:  i guess, mmmmmm he is a democrat fi:  anything else you may know of him? R:  nO //NONE// ",1, R:  I DON'T KNOW HIM FI:  ANY GUESS? R:  HE IS A DEMOCRAT //NONE// ,1, R:   HE IS REPUBLICAN FI:  ANYTHING ELSE YOU MAY KNOW OF HIM? R:   nO. //DONE// ,1
2064," do not know her...  any idea? R:  I remember the name, but don't recognize her.. maybe in he US senate, ",1," I know it sounds really bad, but do not know what he does. FI:  any guess? r:  I think he may abe the Secretary of State. //none// ",1, do not know him... ,5, do not know him either.. any guess? No. ,1
2065, r:  I do not know. fi:  have you heard her name? any idea what office she holds. R:  none //none// ,1," R:  Again, I have not heard of his name. FI:  any idea whatsoever of who he is? R:  none //none// ",1, r:  neither FI:  any idea of who he might do in govn't r:  no //none// ,1, R:  I do not know him FI:  any idea? R:  I've heard the name but do not know what he does. //none// ,1
2066," I don't even know who she is FI:  any guess of what she may do? R:  I have no clue, I am so embrarrased. ",1," R:  I think is the vice president, I don't know //none// ",1," R:  I have no idea what he does, I've never heard of him before FI:  no clue whatsoever? R:  none whatsoever. //none// ",1," R:  his name rings a bell, I do not have any idea. FI:  any clues? R:  no clues //none// ",1
2067," R: not really sure. FI:  Nancy Pelosi, any idea of what she does. R:  not sure //none// ",1," R:  he is in the House of Representatives, I think. //none// ",5," R:  I do not know who Gordon is. FI:  No idea? R:  Honestly, I have never heard of these people. ",1, R:  Secretary of State.... it sounds familiar //none// ,5
2068, I do not know FI:  any idea? R:  secretaria de governacion (Secretary in some type of government body) //none// ,1, R:  I do not know the name FI:  any idea? R:  I do not recognize the name //none// ,1, R:  I have heard the name but do not know what post he handles. FI:  any idea? R:  No idea whatsoever.. //none// ,1, R:  Never heard the name FI:  any idea? R:  I only know the local government body and no one else. //none// ,1
2069, i do not know FI:  any idea? R:  No //none// ,1, R:  I do not know FI:  any idea who he might be? R:  No. //none// ,1, I do not have any idea who he might be. ,5," I have no idea. FI:  any guess? R:  I am sorry, but do not who he is. //none// ",1
2070, //she is in the senate// //asked what king of job in the senate// Response// speaker// //none ,1, //vice president//none ,1, //she is not familiar with this name//none ,1, //senate// what doe he do within the senate // do not know// ,1
2071,,-2,,-2,,-2,,-2
2072, R:  can not recall FI:  do you remember what post she holds? R:  No //none// ,1," R:  yes FI:  what doe he do? R:  I know he works in the Congress, but cannot recall exactly what he does. //none// ",1, R:  shaking his head no. FI:  something that might trigger and help you remember? R:  nothing...  fI:  you do not know? R:  no //none// ,1," r:  do not have any idea. FI:  you do not know even a little bit about him R:  no, nothing //none// ",1
2073, do not know her ,1, do not know// none ,1, never  heard of him//none ,1, I have not heard of John Roberts either// ,1
2074, /no FI:  take a guess? r:  no idea// //none// ,1, R:  don't know. FI:  Any idea who Dick Chaney is? R:  no //none// ,1, R:  got me  FI:  any idea? R:  no //none// ,1, r:  DEMOCRAT fI:  what part or group? R:  no //none// ,1
2075, R. said just don't know she knows is high position but is it. ,1, R. does not know what position dick cheney holds  ,1, R. knowa hi is at the senate. but don't know what position. ,1, Again R does not know who jhon roberts is or what oisition he holds. ,1
2076, speaker of the house. ,5, vice president ,5," R, does not know gordon brown nor know what jb he holds. ",1,  R does not know this person nor the job he holds. ,1
2077, speaker of the house ,5, vice president ,5, no clue ,1, dont know ,1
2078,,-2,,-2,,-2,,-2
2079, i have no idea ,1, vice president ,5, dont know ,1, dont know ,1
2080,,-2,,-2,,-2,,-2
2081,,-2,,-2,,-2,,-2
2082, R does not know who nancy pelosi is. ,1, R. never heard about  dick cheney. ,1, R. does not know gordon brown. ,1, R. does not know this either. ,1
2083, speaker of the house. ,1, vice president. ,5, supremecourt justise. ,1, secretary of trasury not (sure). ,1
2084, speaker of the house. ,5, vice president ,5, prime ministry of england ,5, R heard the name but cant tell what position or job he holds. ,1
2085, economist ,1, R thinks cheney is a military man ,1, r. don't know who is Gordon  Brown never heard about him. ,1, R. does not know Jhon Robert either. ,1
2086,,-2,,-2,,-2,,-2
2087, speaker of the house ,5, \ ,5, R. does nt know this person. ,5, R. does not recognize this politician. ,5
2088, speaker of the house. ,5, vice president. ,5, suprime court judge. ,5, R. does have heard about him but does not know what hab or position he holds. ,1
2089,,-2,,-2,,-2,,-2
2090, R. has heard about her but notknow what is her job. ,1, vice president. ,5, R. does not heard about gordon brown does not know who he is. ,1, R. does not know who is jhon roberts nor know what job he holds. ,1
2091, R has no idea who nancy pelosi is or what job or position she holds. ,1, vice president ,1, R is not familiar with gordon brown. ,1, R does not know jhon robert or qwhat is his job or position. ,1
2092, R does not know nancy pelosi nor what position or job she holds ,1, vice president ,5, R does not know this person nor wha is his job ,5, r does not know this person either nor the job he holds. ,5
2093, edcation. ,1, finansas ,1," R said he has heard about gordon brow but, does not know what position he holds. ",1, R heard about john roberts but does not know what position he holds right now. ,1
2094, R does not remember what job or position  nancy pelosi holds. ,1, senator. ,1, R said has heard about gordon brown bt don't know his position  ,1, R never hear about jhohn roberts. ,1
2095, district Judge ,1, vice president ,5, district judge. ,5, dostrict judge. ,5
2096," R. mever heard from this lady, and won't know what job or position whe holds. ",1, R. does not know what job or position he holds. ,1, R does not know this person either. ,1, r doe not know this person either. ,1
2097, r does not know nancy pelosi nor what job she holds now. ,1, R said republican ,1, \R does not know this politician iether. ,1, not this one either R does not know him ,1
2098, R does not recognize this politician ,1, vice president. ,5, house of reprecentatives. ,1, house of reprecentative ,1
2099,,-2,,-2,,-2,,-2
2100, not sure//not sure//i am not sure//no ,1, not sure//no guess ,1, not sure//no guess  ,1, not sure//dk//no ,1
2101, dk//i dont recognize the name ,1, vice president ,5, dk//nods dk ,1, dk//dk ,1
2102, i dk//i have no idea ,1, i dk//i hv no idea ,1, no idea//no idea ,1, no idea//no idea ,1
2103, senator ,1, vice president ,1, congressman ,1, congressman ,1
2104, i have no idea//no ,1, no idea//no ,1, i dont know//no ,1, i dont know//no ,1
2105, dk//i dk//treasurer ,1, all i know is he is a senator ,5, i do not even know him//president ,1, treasurer ,5
2106, dk//no guess ,1, dk//no guess ,1, dk//no guess ,1, dk//no guess ,1
2107, pues no se//shrugs does not know and says 'ni se quien es' ,1," i have heard of him but i dont know//pues no se, es del gobierno, no? ",1," pues no se//pues es del gobierno, tanto asi se nomas// ",1," no se tampoco//pues no se, se que todos son del gobierno ",1
2108, i dont really know her//i do not have any idea//no ,1, i really dont know//dont know//no ,1, i really dont know these people//i cant say//no ,1, i dont know who he is//i dont know what to say// ,1
2109, i dont know//i dont know ,1, vice president ,5, that i dont know//dont know ,1, i dont know//i wouldnt know ,1
2110, i dont know//i never really heard of her//probably heard of her and never pd attention//no ,1, vice president ,5, i really dont know// is he in the congress//congress ,1, senator ,5
2111, shrugs dk//politician ??? ,1, dk//something with news ,1, shrugs dk//shakes head no//something to do with education ,1, he is a domocrat//dk//not at all  ,1
2112, speaker of house ,5, vice president and president of halliburton ,1," is going to be the new attorney general .... no, i am not sure ",1," is in the senate or something ... no, i dont know, not sure ",1
2113, speaker of the house ,5, vice president ,5, congressman ,5, i am not sure//congressman also ,1
2114, dk//dk ,1, dk//dk ,1, dk//dk ,1, dk//dk ,1
2115," i have no idea//governor, i dk ",1, i went blank//i have no idea ,1," dk//no, i dk who that is ",1, shakes head no//again shakes head ,1
2116, pues no sea//algo con las escuelas ,1, pues no se//pues sera algo tambien con las escuelas ,1," no se//pues sera lo mismo, algo con las escuelas ",1, no se//yo digo que es las escuelas tambien ,1
2117," i dont know, sounds familiar//not secretary of state ???//no ",1, i have heard the name but i wouldnt know//sounds familiar//no ,1, the one obama appted for treasure//i am not sure//i wouldnt know ,1, i wouldnt know//i cant even guess ,1
2118, i dk//i dont really know ,1, i cant remember//vice president ,1, dk//dk ,1, dk//dk ,1
2119, i dont know//i dont know that one ,1, i dont know him either//i dont know ,1, i dont it either//dont have one (shrugged) ,1, shook head dont know//shook head again ,1
2120, dk//secretary ,1, dk//secretary also ,1, dk//no guess ,1, shakes head no//no guess ,1
2121, speaker of the house ,5, vice president ,5, i have no idea//secretary of labor ,1, that i dont know//secretary of transportation ,1
2122," dk//dk, shakes head and says i dont know who she is ",1, dk//dk ,1," dk//dk no guess, shakes head, shrugs shoulders ",1, dk//no best guess ,1
2123, governor ,5, vice president ,5, dk//i dk who he is  ,1, dk//dk ,1
2124, dk//dk ,1, dk//cant think of it ,1, dk//none ,1, dk//no guess ,1
2125, dk//dk who she is ,1,  dk//democrat//vice president ,1, senator ,5, dk//senate ,1
2126, i have no idea//democrat ,1, republican// i dk ,1, shakes head //no ,1, shakes head //no guess ,1
2127,,-2,,-2,,-2,,-2
2128, I DONT KNOW ///DONT REMEMBER HER AT ALL ,1, DONT KNOW ,5, DONT KNOW  ,5, DONT KNOW  ,1
2129, speaker of the house ,1, vice president ,5, i have no idea ,1, treasure//really do not know ,1
2130, //do not know who she is ,1, governor? ,1, superintended ,1, secretary ,1
2131, // // do not know ,1, // // doing good in his job but i do not know// ,1, // do not know//  ,1, // // do not know// ,1
2132, cannot place her job right now ,1, do not remember him ,1, do not remember hin at all //nothing ,1, nothing//do not know who he is to even make a guess ,1
2133, //do not know//  ,1, //chairman// ,1, //administrator// ,5, // chairman of the board of something// ,1
2134, secretary// ,1, business man// ,1, president clinton's vice president ,1, political writer//speech writer ,1
2135, DONT KNOW // DOES NOT WANT TO GUESS ,1, CONGRESSMAN OR GOVERNOR  ,1, DONT KNOW NAME ,5, DONT KNOW HIM EITHER ,5
2136, nothing.i do not know who she is ,1, nothing.i do not know who he is ,1, do not know who he is//still do not know.r feels embarrased for not knowing ,1, do not now who the people is ,1
2137, governor ,5, vice president ,5, never heard of that person ,1, do not know nothig about him ,1
2138, DONT KNOW ///SOMETHING LIKE A SECTETARY ,1, DONT KNOW /// ,1, DONT KNOW ,1, DONT KNOW  ,5
2139,,-2,,-2,,-2,,-2
