rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
467,233895,9/17/2010 5:39,Complete,,,,,,United Kingdom,,F2,,,,,FY973899,,I agree to participate,FY973899,,57,,,start,9, dk,nonphoto,,president France,attorney general,,,,,German chancellor,,,,,,Don't Know,,percent,,,,,,,,,,,,1,7,1,4,3,5,,Liberal,,,,, Other ,"Herald Trib, British papers",,,,,Other,,BBC,,,,,,,,,,, Others ,BBC,,,,,,6,A moderate amount,3,6,Democrat,,,Strong,,50,30,70,50,50,85,40,closed,United States,Don't Know,,,Don’t Know,,Couldn’t Say,,Don't Know,,,,,,,,,,,,,,Branch B,,,,Increased,Decreased,Increased,Increased,9,0,0,8,10,Democrats,,,,2,3,4,5,3,2,1,4,5
468,234011,9/17/2010 8:56,Complete,,,,,,United States,,VT,,,,,FY913999,,I agree to participate,FY913999,,33,,,start,9,3,nonphoto,US Senate Majority Leader,President of France,Head of US Homeland Security,,,,,German Chancellor,Republican Senate Minority Leader,,,,,,,percent,,,7,2,2,2,,2,7,2,2,1,7,3,2,3,6,,Liberal,,NY Times,,, Other ,Local Newspaper,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,Not at all,3,1,Democrat,,,Strong,,70,50,70,70,70,85,30,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,0,0,6,0,0,0,0,2,28%,5%,20%,Branch B,,,,Increased,Increased,Increased,Increased,8,10,10,5,9,Democrats,,,,5,4,6,3,3,2,3,4,5
469,234140,9/17/2010 10:44,Complete,,,,,,United States,,NY,,,,,FY929864,,I agree to participate,FY929864,,41,,,start,0,8,nonphoto,Senator or maybe Rep,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,7,4,1,2,2,6,,Moderate,,,,,,,,,,NBC,,,,,,,,,,,,,, Others ,Abc radio,,,,,,5,A moderate amount,4,8,Republican,,Not very strong,,,85,70,30,85,85,85,30,open,,,Honestly don 't recall,Heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,25%,5%,33%,Branch A,Increased,Decreased,Increased,,,,,5,10,0,10,10,Republicans,,,,3,5,4,4,2,4,4,4,4
470,234151,9/17/2010 10:43,Complete,,,,,,United States,,CA,,,,,FY978104,,I agree to participate,FY978104,,24,,,end,,,nonphoto,"nevada senator, sente majority leader",prime minister of france,homeland security secretary,,,,,"prime minister, germany",senate minority leader,,,,,,,regular,Robert Gates,John Boehner,,,,,,,,,,4,7,1,7,3,3,,Slightly conservative,Wall Street Journal,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,6,Independent,,,,Closer to Republican Party,85,50,30,85,85,85,85,open,,,russia,?,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Jimmy Carter,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,15%,35%,20%,Branch A,Increased,Decreased,Increased,,,,,9,10,9,9,9,Republicans,,2,8,5,6,7,7,6,4,4,4,4
471,234157,9/17/2010 11:04,Complete,,,,,,United States,,NJ,,,,,FY958915,,I agree to participate,FY958915,,18,,,start,7,9,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,2,7,2,1,1,5,,Slightly liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,4,4,Other,I am a free-thinker,,,,75,65,75,80,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,0,0,5,5,3,7,5,5,12%,2%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,8,0,6,10,5,Don't Know,,,,3,5,7,5,3,2,1,4,7
479,234959,9/17/2010 15:28,Complete,,,,,,United States,,,,,,,FY900630,,I agree to participate,FY900630,,29,,,start,7,0,nonphoto,Senate Majority Leader,President of France,Sec Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,2,7,1,6,,Slightly liberal,,NY Times,,, Other ,"The Week, Newsweek",,,PBS,,,,,,,,,,,,,,,,,,,,,,5,A great deal,5,4,Other,independent leaning dem,,,,60,30,80,80,75,75,20,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,27%,1%,7%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,10,10,0,Democrats,,,,6,3,4,4,2,4,3,4,4
480,234988,9/17/2010 15:41,Complete,,,,,,United States,,MO,,,,,FY912496,,I agree to participate,FY912496,,19,,,end,,,photo,,,,senator,senator,banker,,,,judge,govenor,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,3,7,2,5,1,5,,Slightly liberal,,NY Times,,,,,CBS,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,2,5,Democrat,,,Strong,,85,70,85,85,85,60,60,open,,,japan,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,35%,25%,35%,Branch A,Don't Know,Decreased,Increased,,,,,7,7,2,4,7,Democrats,,7,3,3,3,5,4,3,3,2,3,5
481,235145,9/17/2010 17:31,Complete,,,,,,United States,,NJ,,,,,FY920210,,I agree to participate,FY920210,,31,,,end,,,photo,,,,congressman,Judge,FBI,,,,Cabinet Member,Senator,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,3,5,1,5,,Liberal,,NY Times,Washington Post,USA Today,,,,,,,Other,,Daily Show - Jon Stewart,,,,,,,,NPR,,,,,,,,Other,Various,0,A lot,4,7,Democrat,,,Strong,,75,35,80,75,75,75,40,closed,Couldn't say,Unintentional injuries,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,30%,10%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,6,5,4,Democrats,,8,0,6,3,6,3,3,2,1,4,6
496,236425,9/18/2010 18:46,Complete,,,,,,United States,,CA,,,,,FY965568,,I agree to participate,FY965568,,106,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,1,1,6,3,6,,Moderate,,,,, Other ,L.A. Times,CBS,,PBS,,,,,,,CSPAN,BBC,,CNN,,,,,,,,,,,,7,A moderate amount,5,5,Democrat,,,Not very strong,,70,70,70,70,70,80,60,closed,Couldn't say,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,20%,15%,18%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,7,10,10,Don't Know,,7,0,2,4,4,3,2,4,3,5,4
482,235288,9/17/2010 18:01,Complete,,,,,,United States,,MD,,,,,FY927197,,I agree to participate,FY927197,,10,,,end,,,nonphoto,Senate Majority Leader,President of France,Secretary of DHS,,,,,President of Germany,Senate Minority Leader,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,2,6,2,5,,Liberal,Wall Street Journal,NY Times,Washington Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Not at all,7,2,Democrat,,,Strong,,50,15,70,50,50,50,40,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Don't Know,Couldn't say,Couldn't say,,,,,,,,,15%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,10,10,6,1,5,Democrats,,8,0,4,2,3,2,2,2,2,3,6
483,235387,9/17/2010 19:25,Complete,,,,,,United States,,CT,,,,,FY963648,,I agree to participate,FY963648,,28,,,end,,,photo,,,,,Sec'y Health Education Welfare,White House Chief of Staff,,,,,Was on legal staff to Bush,,,,Don't Know,percent,,,10,,,,,,0,,,3,7,1,4,1,7,,Slightly liberal,,NY Times,,, Other ,"Business Week, Vanity Fair",,,PBS,,,,,,MSNBC,,, Others ,,"Comedy Central - Daily Show, Colbert Report",NPR,,,,,,,,Other,Andy Borowitz,7,A moderate amount,3,8,Democrat,,,Not very strong,,85,40,70,85,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,,,0,0,0,5,3,0,0,3,15%,5%,45%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,0,1,5,Don't Know,,5,0,5,4,4,4,4,4,4,4,4
484,235578,9/17/2010 22:49,Complete,,,,,,United States,,CA,,,,,FY907400,,I agree to participate,FY907400,,23,,,start,9,9,photo,,,,Senator,New Justice to supreme court,French Prince Minister,,,,Judge,Governor,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,4,7,1,3,1,7,,Liberal,Wall Street Journal,NY Times,,, Other ,local county newspaper,,,,NBC,,ABC,,,,,, Others ,,Comedy Central: Colbert and Stewart!,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Yahoo News Screen,7,A lot,7,5,Democrat,,,Strong,,70,30,70,70,70,85,0,closed,Germany,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,50%,39%,45%,Branch A,Decreased,Increased,Increased,,,,,6,10,5,10,8,Republicans,,,,5,4,6,5,2,4,5,4,5
485,235589,9/17/2010 23:08,Complete,,,,,,United States,,CA,,,,,FY905149,,I agree to participate,FY905149,,21,,,end,,,photo,,,,representative,representative,representative,,,,representative,representative,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,5,7,1,4,,Very liberal,,,,, Other ,SF Chronicle,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,2,Democrat,,,Strong,,100,5,60,100,100,100,90,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Couldn't say,Couldn't say,,,,,,,,,40%,3%,5%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,2,10,0,5,2,Democrats,,10,0,3,6,1,2,1,2,1,1,6
486,235643,9/18/2010 0:38,Complete,,,,,,United States,,WA,,,,,FY954186,,I agree to participate,FY954186,,42,,,end,,,photo,,,,Senator,Manager,Financial Manager,,,,Governor,Politician or wife of Politician,,,,,percent,,,9,0,5,5,,0,0,0,0,3,7,1,1,1,5,,Moderate,,,,, Other ,Tri-city herald,,,,NBC,,,,,,,,,,,NPR,,,,,,,,,,5,A great deal,5,5,Democrat,,,Not very strong,,100,30,85,100,100,100,30,closed,Couldn't say,Unintentional injuries,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",8,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,,,9,9,0,5,0,9,4,0,15%,25%,55%,Branch A,Increased,Decreased,Increased,,,,,8,10,2,10,10,Democrats,,9,0,1,3,5,3,3,7,3,5,4
487,235658,9/18/2010 1:02,Complete,,,,,,United States,,WA,,,,,FY954186,,I agree to participate,FY954186,,13,,,end,,,photo,,,,Senate Majority Leader,Attorney General,French Prime Minister,,,,,German Prime Minister,,,,Senate Minority Leader,percent,,,9,,,,,,,0,,2,7,2,5,2,5,,Slightly liberal,,NY Times,,,,,,,PBS,NBC,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,,A moderate amount,6,8,Independent,,,,Closer to Democratic Party,50,15,60,50,50,70,50,open,,,USSR,Breast Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,George W. Bush,,,0,0,3,0,1,1,5,4,15,,,Branch B,,,,Remained the Same,Decreased,Increased,Remained the Same,9,,,,,Democrats,,7,2,,,,,,,,,
488,235678,9/18/2010 1:43,Complete,,,,,,United States,,CA,,,,,FY984142,,I agree to participate,FY984142,,28,,,end,,,photo,,,,senator,representative,secret service,,,,representative,senator,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,1,7,3,6,2,5,,Liberal,Wall Street Journal,NY Times,,, Other ,cs monitor,,,,,,,,,,,,,,,NPR,,, Others ,alternative,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,alternative,0,,5,4,Other,progressive,,,,,,,,,,,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,20%,3%,15%,Branch A,Remained the Same,Decreased,Increased,,,,,8,10,10,10,10,Other,"green, nader, progressive",7,0,6,2,3,4,3,2,2,3,6
490,235778,9/18/2010 7:34,Complete,,,,,,United States,,MA,,,,,FY998013,,I agree to participate,FY998013,,14,,,end,,,photo,,,,Senate Majority Leader,Don't know,President of France,,,,Don't know,Germany Prime Minister,,,,,percent,,,0,0,0,0,,0,10,0,0,3,7,3,6,2,5,,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,1,7,Democrat,,,Strong,,50,20,60,50,50,80,40,open,,,Japan,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Couldn’t Say,,Don't Know,,,0,0,5,5,5,0,5,5,10%,1%,1%,Branch B,,,,Increased,Decreased,Increased,Increased,5,10,10,6,10,Democrats,,8,0,5,2,7,5,4,4,2,3,6
491,236037,9/18/2010 12:01,Complete,,,,,,United States,,LA,,,,,FY942980,,I agree to participate,FY942980,,14,,,start,10,1,photo,,,,,,,,,,,Prime Minister of Germany,,,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,4,7,1,5,2,6,,Moderate,,,,, Other ,"The Economist, local newspaper",,,,,,,,,,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,4,5,Independent,,,,Closer to Democratic Party,85,40,50,85,85,100,70,closed,Couldn't say,Unintentional injuries,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,0,0,5,0,5,0,8,0,40%,1%,20%,Branch A,Increased,Decreased,Increased,,,,,5,5,2,2,7,Don't Know,,,,5,5,4,4,3,4,4,4,4
492,236049,9/18/2010 12:12,Complete,,,,,,United States,,,,,,,FY996602,,I agree to participate,FY996602,,32,,,start,10,0,nonphoto,Senate majority leader,French President,Head of Homeland Security,,,,,German Chancellor,Minority Leader of the House of Representatives,,,,,,,regular,Gary Locke,Couldn't Say,,,,,,,,,,1,7,2,7,2,5,,Liberal,,NY Times,,,,,,,PBS,,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Fivethirtyeigth.com,2,A lot,2,6,Democrat,,,Strong,,85,0,85,70,70,70,70,open,,,Russia,Old age,Question any person whom they suspect to be an illegal immigrant for their papers,7,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,40%,20%,15%,Branch A,Increased,Decreased,Increased,,,,,9,10,10,10,10,Democrats,,,,3,3,3,2,3,2,2,2,6
495,236309,9/18/2010 16:30,Complete,,,,,,Sweden,,28,,,,,FY941159,,I agree to participate,FY941159,,33,,,end,,,nonphoto,,President of France,,,,,,Chancellor of Germany,,,,,,Don't Know,,percent,,,,,,,,,,,,1,7,2,5,3,5,,Very liberal,,NY Times,,, Other ,other countries newspapers -- I am not residing in the US,,,,,Other,,other national tv -- I am not residing in the US,,,,, Others ,,other television -- I am not residing in the US,,,,,,,,,,,5,A great deal,4,5,Other,I am not residing in the US,,,,50,30,70,50,50,50,50,open,,,Germany,cancer,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,,,5,3,5,3,5,3,5,5,30%,3%,5%,Branch A,Don't Know,Decreased,Increased,,,,,7,0,2,4,7,Democrats,,8,2,3,3,6,3,4,2,2,2,6
497,236525,9/18/2010 20:17,Complete,,,,,,United States,,CA,,,,,FY956725,,I agree to participate,FY956725,,24,,,start,8,5,photo,,,,,,,,,,,governor of Arizona,,,,Don't Know,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,2,3,2,6,,Slightly liberal,,NY Times,,, Other ,Chicago Tribune,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,,6,Democrat,,,Strong,,50,15,85,60,40,60,15,closed,Poland,Breast Cancer,,,Deny aid to known illegal immigrants,3,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George H. Bush,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,27%,15%,25%,Branch A,Increased,Decreased,Increased,,,,,3,10,0,1,7,Don't Know,,,,4,6,5,2,2,1,2,1,7
498,237020,9/19/2010 12:11,Complete,,,,,,United States,,CA,,,,,FY928066,,I agree to participate,FY928066,,38,,,end,,,photo,,,,Senate Majority leader,Head of Council of Economic Advisors,,,,,Senate minority leader,Arizona governor,,,,,percent,,,10,,,,,,10,,,6,5,1,2,2,7,,Conservative,Wall Street Journal,NY Times,Washington Post,, Other ,"La Times, Fox News, National Center for Policy Analysis, Heritage Foundation",,Fox,,,,,,Fox News,,CSPAN,,,,,,Rush Limbaugh,, Others ,Mark levine,,,,,,7,A lot,6,5,Independent,,,,Closer to Republican Party,50,60,30,50,50,85,15,open,,,Russia,lung cancer,Question any person whom they suspect to be an illegal immigrant for their papers,10,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,,,6,0,10,10,0,0,1,0,40%,7%,25%,Branch B,,,,Increased,Decreased,Increased,Increased,10,10,10,10,10,Republicans,,0,10,6,5,5,2,2,2,2,2,6
499,237039,9/19/2010 12:09,Complete,,,,,,United States,,CA,,,,,FY931722,,I agree to participate,FY931722,,332,,,start,6,2,nonphoto,Majority leader in the Senate,Prime Minister of France (may be President),Director of Homeland Security,,,,,Chancellor of Germany,Minority leader in the US Senate,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,6,4,4,2,4,,Slightly liberal,Wall Street Journal,NY Times,,, Other ,"Slate, FT",,,PBS,NBC,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,,,,1,A moderate amount,1,6,Independent,,,,Closer to Democratic Party,60,40,60,60,60,60,40,open,,,Russia,breast cancer (?) not sure,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,"Replaces private health insurance with a ""single payer system""",Replaces Medicare with a “public option”,,,,,,,,,30%,20%,20%,Branch A,Increased,Decreased,Increased,,,,,6,0,0,0,0,Democrats,,,,3,5,5,5,4,4,6,2,6
516,239653,9/20/2010 20:54,Complete,,,,,,United States,,CA,,,,,FY930562,,I agree to participate,FY930562,,20,,,start,8,0,photo,,,,Orin Hatch-Senator,Janet Napolitano - ???,Sarcozy-President of France,,,,Chief Justice,Governor of Arizona,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,1,7,1,5,,Moderate,,,,, Other ,SJ Mercury News,CBS,Fox,PBS,NBC,,ABC,,Fox News,MSNBC,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,5,2,Democrat,,,Strong,,70,50,50,70,70,70,40,closed,Poland,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Don't Know,Couldn't say,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,25%,5%,25%,Branch B,,,,Remained the Same,Remained the Same,Increased,Increased,7,10,0,0,5,Democrats,,,,3,6,7,4,3,2,2,5,6
515,239529,9/20/2010 19:57,Complete,,,,,,Venezuela,,25,,,,,FY951830,,I agree to participate,FY951830,,33,,,start,5,0,nonphoto,Representant,France President,Senator,,,,,German Chancellor (Prime Minister),Don't know,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,3,7,1,5,1,7,,Moderate,,NY Times,,,,,CBS,,,,,,,,,,,,CNN,,,,Michael Savage,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A lot,4,1,Republican,,Not very strong,,,50,70,50,50,50,50,50,closed,Germany,Heart Disease,,,Deny aid to known illegal immigrants,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,"Replaces private health insurance with a ""single payer system""",Couldn't say,,,,,,,,,20%,10%,30%,Branch A,Decreased,Decreased,Increased,,,,,5,10,5,6,7,Democrats,,,,3,6,7,4,1,6,6,5,2
500,237838,9/19/2010 19:14,Complete,,,,,,United States,,NJ,,,,,FY902434,,I agree to participate,FY902434,,128,,,end,,,nonphoto,baseball announcer,French president,Senator,,,,,,,,,Don't Know,,Don't Know,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,4,6,1,4,1,7,,Moderate,,,,, Other ,local paper,CBS,Fox,,NBC,,ABC,,Fox News,,,,,CNN,,NPR,,,,,Huffington Post,,,Other,CNN,5,A lot,1,3,Republican,,Not very strong,,,100,90,10,100,100,100,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,25%,20%,10%,Branch A,Increased,Decreased,Increased,,,,,2,10,0,1,1,Other,Tea Party,2,2,2,6,4,2,4,4,4,4,4
501,237947,9/19/2010 21:11,Complete,,,,,,United States,,CA,,,,,FY997218,,I agree to participate,FY997218,,53,,,end,,,nonphoto,Speaker of House,French Pres,Cabinet,,,,,,,,,Don't Know,,Senate Minority Leader,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,3,6,2,4,,Slightly liberal,Wall Street Journal,NY Times,Washington Post,,,,CBS,,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A moderate amount,3,4,Democrat,,,Strong,,85,30,70,70,70,70,40,closed,United States,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,20%,5%,10%,Branch A,Remained the Same,Decreased,Increased,,,,,8,9,6,6,7,Democrats,,9,1,4,5,5,3,3,3,2,2,6
502,237955,9/19/2010 21:24,Complete,,,,,,United States,,CA,,,,,FY932456,,I agree to participate,FY932456,,27,,,end,,,photo,,,,US Senator,Secretary of HUD,president of France,,,,US Senator,Prime Minister of Germany,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,2,7,2,5,,Liberal,,NY Times,,, Other ,San Jose Mercury News,,,PBS,,,,,,,,BBC, Others ,,The Daily Show,NPR,,,,,,,,,,5,A lot,2,6,Democrat,,,Strong,,70,40,60,70,70,70,70,open,,,Russia (else Germany),old age,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,15%,3%,3%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,7,10,10,10,7,Don't Know,,7,0,5,2,4,2,2,3,2,3,5
503,237956,9/19/2010 21:27,Complete,,,,,,United States,,PA,,,,,FY947949,,I agree to participate,FY947949,,25,,,end,,,nonphoto,senator from NV,french president,US Cabinet,,,,,,house minority leader,,,Don't Know,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,7,3,1,6,4,4,,Slightly liberal,,,,, Other ,yahoo headlines,,,,,,,,,,,, Others ,,"Daily Show, Colbert Report",,,,,,,,,,,3,A lot,1,3,Democrat,,,Not very strong,,60,20,60,70,40,80,30,open,,,Germany,childbirth,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,35%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,4,0,0,0,7,Democrats,,8,0,2,6,6,4,5,5,6,5,3
